GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv3121,steroid hydroxylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008395
Rv3545c,steroid hydroxylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008395
Rv1822,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008444
Rv2746c,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008444
Rv2464c,oxidized purine nucleobase lesion DNA N-glycosylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008534
Rv2924c,oxidized purine nucleobase lesion DNA N-glycosylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008534
Rv1029,potassium-transporting ATPase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008556
Rv1031,potassium-transporting ATPase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008556
Rv1694,rRNA methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008649
Rv2879c,rRNA methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008649
Rv1338,DNA topoisomerase (ATP-hydrolyzing) inhibitor activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008657
Rv3361c,DNA topoisomerase (ATP-hydrolyzing) inhibitor activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008657
Rv1133c,methionine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008705
Rv2124c,methionine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008705
Rv0142,DNA-3-methyladenine glycosylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008725
Rv1317c,DNA-3-methyladenine glycosylase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008725
Rv1477,N-acetylmuramoyl-L-alanine amidase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008745
Rv3717,N-acetylmuramoyl-L-alanine amidase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008745
Rv3915,N-acetylmuramoyl-L-alanine amidase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008745
Rv0155,NAD(P)+ transhydrogenase (AB-specific) activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008750
Rv0156,NAD(P)+ transhydrogenase (AB-specific) activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008750
Rv0294,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv0326,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv0520,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv0560c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv0567,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv0642c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv1300,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv1377c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv1498c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv1515c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2067c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2118c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2258c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2423,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2622,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2675c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv3030,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv3038c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv3120,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv3322c,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv3699,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv3853,S-adenosylmethionine-dependent methyltransferase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008757
Rv2152c,UDP-N-acetylmuramate-L-alanine ligase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008763
Rv3712,UDP-N-acetylmuramate-L-alanine ligase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008763
Rv0406c,beta-lactamase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008800
Rv2068c,beta-lactamase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008800
Rv3677c,beta-lactamase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008800
Rv0470c,cyclopropane-fatty-acyl-phospholipid synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008825
Rv0503c,cyclopropane-fatty-acyl-phospholipid synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008825
Rv0644c,cyclopropane-fatty-acyl-phospholipid synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008825
Rv3392c,cyclopropane-fatty-acyl-phospholipid synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008825
Rv0688,ferredoxin-NAD+ reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008860
Rv3106,ferredoxin-NAD+ reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008860
Rv1604,inositol monophosphate 1-phosphatase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008934
Rv2131c,inositol monophosphate 1-phosphatase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008934
Rv2701c,inositol monophosphate 1-phosphatase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008934
Rv3137,inositol monophosphate 1-phosphatase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008934
Rv1161,nitrate reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008940
Rv1162,nitrate reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008940
Rv1164,nitrate reductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008940
Rv1542c,nitric oxide dioxygenase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008941
Rv2470,nitric oxide dioxygenase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008941
Rv2232,phosphoglycolate phosphatase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008967
Rv3113,phosphoglycolate phosphatase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008967
Rv2984,polyphosphate kinase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008976
Rv3232c,polyphosphate kinase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0008976
Rv0234c,succinate-semialdehyde dehydrogenase [NAD(P)+] activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009013
Rv1731,succinate-semialdehyde dehydrogenase [NAD(P)+] activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009013
Rv0248c,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv0688,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv1164,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv1248c,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv1552,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv3029c,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv3230c,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv3914,electron transfer activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009055
Rv1540,pseudouridine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009982
Rv1711,pseudouridine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009982
Rv2793c,pseudouridine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009982
Rv3300c,pseudouridine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009982
Rv3455c,pseudouridine synthase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0009982
Rv1155,FMN binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0010181
Rv2540c,FMN binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0010181
Rv2607,FMN binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0010181
Rv3052c,FMN binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0010181
Rv3054c,FMN binding , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0010181
Rv0816c,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv1470,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv1471,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv2878c,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv3219,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv3416,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv3673c,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv3913,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv3914,protein disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015035
Rv0462,disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015036
Rv1471,disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015036
Rv1932,disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015036
Rv2215,disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015036
Rv2429,disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015036
Rv3914,disulfide oxidoreductase activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015036
Rv0261c,nitrate transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015112
Rv0267,nitrate transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015112
Rv2329c,nitrate transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015112
Rv1707,sulfate transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015116
Rv1739c,sulfate transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015116
Rv3273,sulfate transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015116
Rv0488,arginine transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015181
Rv1986,arginine transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015181
Rv0899,porin activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015288
Rv1698,porin activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015288
Rv2643,antiporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015297
Rv2690c,antiporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015297
Rv1348,siderophore transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015343
Rv1349,siderophore transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015343
Rv0613c,ATPase-coupled protein transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015462
Rv1821,ATPase-coupled protein transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015462
Rv3240c,ATPase-coupled protein transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015462
Rv0253,nitrite efflux transmembrane transporter activity , molecular_function,http://amigo.geneontology.org/amigo/term/GO:0015514
